Sequence Number,Part Number,Part Description,Character Code,Interchageable Code,Latest Part Number,KME Stock,KME EOR,KME On Order,KLTD Total,DNet Price,Weight,KLTD Lead Time,KME Mortality,KME Order Rank,Quantity By Unit,Box Quantity,Returnable Code,Commodity Group Code New,Commodity Code New,Commodity Group Code Old,Commodity Code Old,Born Date,Production Lot,Model Group Code,Model Code,HS Code,Service News No,Model Information,Inventory Res Distributors,Distributor Mortalities,Options Exist,
20,600-311-9121,CARTRIDGE FUEL,000,018,600-311-9121,0,146,2483,8,7.87,650,0.5,280.47,A,2,20,RX,C,CB040,A,AEAZ71,20/02/1995,0,N,600,,, BP500-1; BP500-3; BP500-7; BR120T-1; BR200S-1; BR210JG-1; BR250RG-1; BR300S-1; BR300S-2; BR350JG-1; BR380JG-1; BZ120-1; BZ200-1; BZ210-1; CD110R-1; CD110R-2; CD60R-1; CZ130W-1; D275A-2; D31A-20; D31AM-20; D31E-20; D31P-20; D31PG-20; D31PL-20; D31PLL-20; D31Q-20; D31S-20; D31SM-20; D37E-5; D37P-5; D37PG-5; D375A-3; D375A-5; D41E-6; D41P-6; D41PF-6; D57S-1; EC170Z-1; EC170ZS-1; EG100-2; EG100S-2; EG125-1; EG125-2; EG125B-2; EG125BS-2; EG125S-1; EG150BS-5; EG90BS-1; FD80-7; FD80HD-7; GD305A-3; GD355A-3; GD405A-3; GD500R-2; GD505A-2; GD505A-3; GD505R-2; GD515A-1; GD521A-1; GD521R-1; GD523A-1; GD523R-1; GD525A-1; GD555-3; GD611A-1; GD611R-1; GD613R-1; GD621A-1; GD621R-1; GD623R-1; GD655-3; GD661A-1; GD675-3; JT150-1; JV100A-1; JV100A-2; JV100WA-1; JV100WA-2; JV100WP-1; JV100WP-2; JV130WH-1; LW160-1; LW200-1; LW200L-1; LZ360W-1; MGN123X-1O; MGN123X-10; M330-3; M400-1; PC100-6; PC100L-6; PC100N-6; PC1000-1; PC1000LC-1; PC1000SE-1; PC1000SP-1; PC120-6; PC120LC-6; PC120SC-6; PC128US-1; PC128US-2; PC128UU-1; PC128UU-2; PC130-6; PC130-7; PC138US-2; PC138USLC-2; PC150LGP-6; PC1500-1; PC158US-2; PC158USLC-2; PC160LC-7; PC200-6; PC200-7; PC200CA-6; PC200LC-6; PC200LC-7; PC200LL-7; PC200SC-6; PC200SC-7; PC210-6; PC210-7; PC210LC-6; PC210LC-7; PC210NLC-7; PC220-1; PC220-2; PC220-3; PC220-6; PC220-7; PC220LC-2; PC220LC-3; PC220LC-6; PC220LC-7; PC228US-1; PC228US-2; PC228US-3; PC228USLC-1; PC228USLC-2; PC228USLC-3; PC228UU-1; PC230-6; PC230-7; PC230LC-6; PC230LC-7; PC230NHD-7; PC230NLC-7; PC240LC-7; PC240NLC-7; PC250-6; PC250HD-6; PC250LC-6; PC270-7; PC270LC-7; PC270LL-7; PC290LC-7; PC290NLC-7; PC300-5; PC300-6; PC300-7; PC300CSE-7; PC300HD-5; PC300LC-5; PC300LC-6; PC300LC-7; PC300LL-7; PC300NLC-5; PC300SC-6; PC308USLC-3; PC310-5; PC310LC-5; PC340-6; PC340LC-6; PC340LC-7; PC340NLC-6; PC340NLC-7; PC350-6; PC350-7; PC350LC-6; PC350LC-7; PC350LC-8; PC360-5; PC360-7; PC360LC-5; PC380LC-6; PC380LC-7; PC450-7; PC650-1; PW128UU-1; PW130ES-6; PW180-7; PW200-1; PW200-7; PW210-1; PW220-7; PX500-1; P180DXD-; WA100-3; WA100SS-3; WA100SSS-3; WA120-3; WA120-3A; WA120L-3; WA150-3; WA150-5; WA180-3; WA180L-3; WA180PT-3; WA200-3; WA200-5; WA200L-5; WA200PT-5; WA200PTL-5; WA250-1; WA250-3; WA250-5; WA250-3A; WA250L-3; WA250L-5; WA250PT-3; WA250PT-5; WA250PTL-5; WA270-5; WA300-1; WA300-3; WA300L-3; WA320-1; WA320-3; WA320-5; WA320L-5; WA320PT-5; WA350-3; WA380-3; WA380-5; WA400-3; WA400-5; WA420-3; WA600-1; WA600-3; WA80-3; WD420-3; WD600-1; WF650T-3; WR11-3; W90-2; W90-3; 530-1; 530B-1,"",522K:155|5241:11.17|530L:4.17|533K:5|536C:100.33|536K:3.33|555J:15.67|575N:1|9999:0.08,N,
21,6742-01-4540,CARTRIDGE,000,,6742-01-4540,0,264,1688,0,32.79,1610,0.4,261.27,A,1,6,RX,C,CA010,A,AEAZ60 *,09/07/2001,1,P,60C,,,CD110R-2; D61E-12; D61EX-12; D61EX-15; D61P-12; D61PX-12; D61PX-15; D63E-12; D65EX-15; D65EX-16; D65EX-17; D65EX-18; D65EXI-18; D65PX-15; D65PX-16; D65PX-17; D65PX-18; D65PXI-18; D65WX-15; D65WX-16; D65WX-17; D65WX-18; D68ESS-12; D85ESS-3; GD655-3; GD675-3; GD705-5; HB205-1; HB215LC-1; HB335-1; HB335-3; HB335LC-1; HB335LC-3; HB365-1; HB365-3; HB365LC-1; HB365LC-3; HB365LC-KU-3; PC300-7; PC300-8; PC300-10; PC300-11; PC300CSE-7; PC300HD-7; PC300HD-8; PC300LC-7; PC300LC-8; PC300LC-10; PC300LC-11; PC300LL-7; PC340-6; PC340LC-6; PC340LC-7; PC340NLC-6; PC340NLC-7; PC350-7; PC350-8; PC350-10; PC350-11; PC350LC-7; PC350LC-8; PC350LC-10; PC350LC-11; PC350NLC-8; PC360-7; PC360LC-10; PC360LC-11; PC360LCI-11; PC380LC-6; PC380LC-7; PC390LC-8; PC400-7; PC400LC-7; PC450-7; PC450LC-7; WA380-5; WA400-5; WA420-5; WA430-5; WA430-6,"",522K:65|5241:3.75|530L:20.83|532K:0.83|536C:81.25|536K:5.42|555J:43.58|575N:7.58|9961T:0.33|9999:0.75,N,
21,6742-01-5524,FILTER OIL,,018,6742-01-4540,0,0,0,0,0.00,0,0,261.27,A,1,1,R,C,CXXXX,,,,,,,,,,"",522K:65|5241:3.75|530L:20.83|532K:0.83|536C:81.25|536K:5.42|555J:43.58|575N:7.58|9961T:0.33|9999:0.75,N,
22,14Y-21-13210,COUPLING,000,018,14Y-21-13210,0,11,93,0,79.17,400,0.6,17.00,A,2,0,R,V,VB110,D,DCMO99,04/03/1992,1,D,1060,,,D155A-3; D155A-5; D155A-6; D155AR-6; D155AX-3; D155AX-5; D155AX-6; D155AX-7; D155AX-8; D155AXI-8; D275A-5; D275AX-5; D60P-12; D65E-12; D65EX-12; D65EX-15; D65EX-16; D65EX-17; D65EX-18; D65EXI-18; D65P-12; D65PX-12; D65PX-15; D65PX-16; D65PX-17; D65PX-18; D65PXI-18; D65WX-15; D65WX-16; D65WX-17; D65WX-18; D70LE-12; D85ESS-2; D85ESS-3; D85EX-15; D85EX-18; D85EXI-18; D85MS-15; D85PX-15; D85PX-18; D85PXI-18,"",522K:0.5|530L:0.67|533K:0.17|536C:9.25|555J:0.5|575N:0.17,N,
23,232-22-51741,BUSHING,000,,232-22-51741,0,0,15,0,271.71,340,0.6,4.67,B,4,0,R,F,FJ530,D,DBIY99,19/04/2016,1,H,2337,,, GD705-5; GD705A-4; GD755-5,"",522K:0.83|532K:1|536C:1,N,
23,232-22-51740,BUSHING,016,018,232-22-51741,0,0,0,0,191.42,340,0.6,4.67,B,4,0,R,F,FJ530,D,DBIY99,01/09/1982,0,H,2337,,F1 160419 1, GD600R-2; GD600R-3; GD605A-2; GD605A-3; GD605R-2; GD605R-3; GD650R-3; GD655A-2; GD655A-3; GD655R-2; GD655R-3; GD705-5; GD705A-3; GD705A-4; GD705R-4; GD725A-1; GD755-3; GD755-5; GH320-2; GH320-3; GH320-5,"",522K:0.83|532K:1|536C:1,N,
24,424-06-43221,LAMP,000,000,424-06-43221,11,1,0,48,32.46,280,1.1,0.70,C,2,0,RX,G,GA010,D,DLAH99,11/10/2005,1,Z,424,,, FD100-8; FD115-8; FD135-8; FD150E-8; FD160E-8; FD200-7; FD240-7; FD250-7; GD405A-3; GD535-5; GD555-3; GD655-3; GD675-3; GD675-6; GD705-5; GD755-3; GD755-5; GH320-3; GH320-5; HANOMAG-1; HM300-3; HM300-5; HM400-3; HM400-5; WA100-5; WA100-6; WA100-7; WA100M-3; WA1200-6; WA150-5; WA150-6; WA200-5; WA200-6; WA200-7; WA200PZ-6; WA250-6; WA250PZ-6; WA270-5; WA270-6; WA270-7; WA270-8; WA320-5; WA320-6; WA320-7; WA320-8; WA320PZ-6; WA380-5; WA380-6; WA380-7; WA380-8; WA380Z-6; WA385-7; WA430-5; WA430-6; WA450-6; WA470-5; WA470-6; WA470-7; WA470-8; WA480-5; WA480-6; WA500-6; WA500-7; WA500-8; WA80-3; WA800-3; WA900-3; WR12-5; WR12-6,"",536C:0.42|555J:0.08,N,
24,424-06-4322A,LAMP,016,018,424-06-43221,0,0,0,0,0.00,0,1.5,,,1,0,RX,G,GA010,D,DLAH99,15/02/2006,0,Z,424,,, HANOMAG-1; WA500-6; WA800-3; WA900-3,"",,N,
25,175-30-23172,BOLT,000,018,175-30-23172,60,2,0,29,7.88,300,0.6,3.23,C,4,0,R,A,AG160,D,DBER99,01/10/1974,0,E,1120,,, DR450-1; D135A-1; D135A-2; D150A-1; D155A-1; D155A-2; D155A-6; D155AR-1; D155AR-6; D155AX-6; D155AX-7; D155C-1; D155W-1,"",522K:0.33|536C:2.92,N,
26,01011-62225,BOLT,000,018,01011-62225,361,16,0,139,3.34,449,1.5,21.00,C,24,0,R,M,ML460,D,DBER99,01/08/1975,1,A,000,,, HM350-2; HM400-1; HM400-2; HM400-3; HM400-5; PW130ES-6; WA500-1; WA500-3; WD500-3; WF550-3; WF550A-3; WF550T-3; D155A-6; D155AR-6; D155AX-5; D155AX-6; D155AX-7; D155AX-8; D155AXI-8; D455A-1; HANOMAG-1; HD255-5; HD285TN-5; HD325-6; HD325-7; HD325-8; HD405-6; HD405-7; HD405-8; HM250-2; HM300-1; HM300-2; HM300-3; HM300-5; HM300TN-1; HM350-1,"",522K:7.08|536C:3.83,N,
27,175-30-33492,BOLT,000,018,175-30-33492,204,16,0,23,3.44,100,0.5,21.40,C,8,0,R,A,AG160,D,DBER99,01/09/1978,0,E,1120,,, DR450-1; D135A-1; D135A-2; D150A-1; D155A-1; D155A-2; D155A-6; D155AR-1; D155AR-6; D155AX-6; D155AX-7; D155C-1; D155W-1,"",522K:11.08,N,
